County_Name,pct_gop
Yuma,80.5102916
Fairfield,37.8905574
Hartford,37.05034079
Litchfield,54.78169838
Middlesex,43.94357594
New Haven,42.13067524
New London,43.82503393
Tolland,44.10203843
Windham,50.76228231
District of Columbia,4.122067135
Kent,49.8148223
New Castle,32.70266342
Sussex,59.16702894
Alachua,36.443005
Baker,81.47854994
Bay,71.15236773
Bradford,73.67333444
Brevard,57.77875338
Broward,31.41825173
Calhoun,76.5946926
Charlotte,62.49390073
Citrus,68.32139716
Clay,70.41734438
Collier,61.75596024
Columbia,70.94717034
DeSoto,62.67075551
Dixie,80.83865593
Duval,48.99564765
Escambia,58.28809635
Flagler,58.87865118
Franklin,68.61569215
Gadsden,30.44069025
Gilchrist,80.06652412
Glades,68.79448909
Gulf,73.08696249
Hamilton,63.08934141
Hardee,69.13026264
Hendry,55.75364668
Hernando,62.87841667
Highlands,64.72833359
Hillsborough,44.68837384
Holmes,87.89090054
Indian River,60.78325845
Jackson,67.776349
Jefferson,51.4330585
Lafayette,82.81481481
Lake,59.97009971
Lee,58.66874158
Leon,35.39707092
Levy,71.03836423
Liberty,77.14719272
Madison,57.02693167
Manatee,56.95744478
Marion,61.73023469
Martin,62.02633513
Miami-Dade,34.09382121
Monroe,51.57420936
Nassau,73.53503664
Okaloosa,71.31943134
Okeechobee,68.52992958
Orange,35.74404544
Osceola,35.89915774
Palm Beach,41.19713649
Pasco,58.94300165
Pinellas,48.57299805
Polk,55.39129332
Putnam,66.98823962
Santa Rosa,74.48760179
Sarasota,54.30770779
Seminole,48.69705897
St. Johns,64.98401666
St. Lucie,49.91650738
Sumter,68.78367624
Suwannee,76.47121821
Taylor,74.6093329
Union,80.22132443
Volusia,54.84472002
Wakulla,68.47627737
Walton,76.56664382
Washington,77.44077531
Appling,78.42353277
Atkinson,71.92780338
Bacon,83.69077307
Baker,53.81944444
Baldwin,47.844479
Banks,88.2522315
Barrow,73.21007354
Bartow,76.09963579
Ben Hill,63.04237717
Berrien,82.40134085
Bibb,38.72820478
Bleckley,75.33441427
Brantley,88.48050915
Brooks,58.69495852
Bryan,69.79353382
Bulloch,59.93954702
Burke,48.03208556
Butts,70.87685977
Calhoun,40.97874444
Camden,65.26958831
Candler,70.82778813
Carroll,68.54197147
Catoosa,78.68728782
Charlton,73.60279441
Chatham,41.17325234
Chattahoochee,53.9017341
Chattooga,78.30463255
Cherokee,72.73719829
Clarke,28.6990344
Clay,44.53186467
Clayton,13.15612533
Clinch,70.56897257
Cobb,46.74962625
Coffee,68.90472078
Colquitt,72.77810477
Columbia,67.08210002
Cook,69.14541239
Coweta,69.33539917
Crawford,70.42854373
Crisp,60.52
Dade,80.9073421
Dawson,84.5890411
Decatur,58.69310412
DeKalb,16.06477147
Dodge,71.77984274
Dooly,50.5995829
Dougherty,30.1459101
Douglas,43.23716552
Early,53.36679214
Echols,85.61702128
Effingham,76.36247061
Elbert,66.5950455
Emanuel,68.00204134
Evans,66.74069961
Fannin,81.79190751
Fayette,58.0157981
Floyd,70.20437956
Forsyth,71.72760343
Franklin,83.24286051
Fulton,27.10690542
Gilmer,82.31731299
Glascock,88.84892086
Glynn,63.10625422
Gordon,80.48275862
Grady,65.82126918
Greene,62.14471747
Gwinnett,45.21425859
Habersham,81.74603175
Hall,73.68998902
Hancock,23.54423292
Haralson,84.64257312
Harris,72.78550512
Hart,72.29334127
Heard,80.12363291
Henry,46.55487214
Houston,59.35458957
Irwin,74.09128177
Jackson,80.4006357
Jasper,72.35704787
Jeff Davis,80.60522696
Jefferson,44.08710701
Jenkins,62.3599209
Johnson,68.41390549
Jones,66.30469499
Lamar,68.42244224
Lanier,69.34638238
Laurens,63.76491156
Lee,75.43598469
Liberty,38.08605895
Lincoln,67.29268293
Long,63.83548309
Lowndes,57.88172656
Lumpkin,78.00227199
Macon,35.92255657
Madison,76.97781499
Marion,60.35186931
McDuffie,58.6102719
McIntosh,59.08705244
Meriwether,56.81298334
Miller,74.33070866
Mitchell,54.37189767
Monroe,69.59368836
Montgomery,74.94382022
Morgan,69.51775305
Murray,83.23941394
Muscogee,39.375
Newton,47.74704821
Oconee,67.70888071
Oglethorpe,69.5037594
Paulding,69.11038529
Peach,50.51874007
Pickens,83.3285653
Pierce,86.35055502
Pike,83.83861671
Polk,77.7369685
Pulaski,67.70428016
Putnam,69.09129467
Quitman,55.07662835
Rabun,79.09170965
Randolph,43.86873921
Richmond,32.60886968
Rockdale,35.81632925
Schley,77.10843373
Screven,57.99263029
Seminole,65.50181717
Spalding,60.27756361
Stephens,78.70901639
Stewart,39.21091086
Sumter,48.07254169
Talbot,36.87943262
Taliaferro,38.90746934
Tattnall,74.02238697
Taylor,60.61140506
Telfair,64.54928835
Terrell,44.7954056
Thomas,59.93059263
Tift,67.83369803
Toombs,72.59552042
Towns,79.94350282
Treutlen,66.96296296
Troup,60.64823789
Turner,61.7699115
Twiggs,50.18504811
Union,81.80912036
Upson,66.71548883
Walker,79.10940307
Walton,76.9152752
Ware,70.02469136
Warren,42.49571184
Washington,49.13322251
Wayne,78.51773323
Webster,56.5529623
Wheeler,67.60228354
White,82.83918104
Whitfield,70.85830973
Wilcox,70.50117726
Wilkes,57.47203579
Wilkinson,54.53695042
Worth,74.32857489
Hawaii,26.97911046
Honolulu,31.60706097
Kauai,28.76020505
Maui,25.88464056
Adair,65.33652567
Adams,66.90682037
Allamakee,59.5582858
Appanoose,66.12532808
Audubon,63.18437408
Benton,60.08765522
Black Hawk,43.31155787
Boone,53.33237986
Bremer,53.92509363
Buchanan,54.29614284
Buena Vista,59.84839222
Butler,65.95145501
Calhoun,67.89422135
Carroll,63.50742693
Cass,67.3990078
Cedar,56.20072448
Cerro Gordo,51.1774842
Cherokee,67.70126091
Chickasaw,58.7246741
Clarke,61.43019296
Clay,68.71926949
Clayton,58.35348428
Clinton,49.45050114
Crawford,67.15243369
Dallas,51.27468964
Davis,70.52877138
Decatur,62.00378072
Delaware,62.06219313
Des Moines,50.65462513
Dickinson,65.80462574
Dubuque,47.68644085
Emmet,66.30550244
Fayette,56.97544074
Floyd,54.74013776
Franklin,64.15055951
Fremont,67.55768149
Greene,59.19781604
Grundy,66.74549217
Guthrie,63.7247966
Hamilton,58.63750165
Hancock,68.3061049
Hardin,62.1037635
Harrison,66.30523177
Henry,62.07193625
Howard,57.93210561
Humboldt,70.8126366
Ida,73.95543175
Iowa,59.08522016
Jackson,57.04625637
Jasper,56.22070729
Jefferson,46.71916011
Johnson,27.75493475
Jones,57.11717111
Keokuk,69.6788802
Kossuth,66.27865961
Lee,55.13118983
Linn,42.02103537
Louisa,61.90572527
Lucas,66.86060042
Lyon,81.88131313
Madison,62.60706324
Mahaska,70.55460263
Marion,62.3219779
Marshall,51.55367232
Mills,66.37749737
Mitchell,59.32835821
Monona,68.83977901
Monroe,68.5483871
Montgomery,68.64745898
Muscatine,50.03143666
O'Brien,78.04844856
Osceola,79.074132
Page,69.96268657
Palo Alto,65.87505349
Plymouth,73.97564525
Pocahontas,70.26885931
Polk,40.89878294
Pottawattamie,57.88140009
Poweshiek,50.92334675
Ringgold,67.80923994
Sac,71.57813106
Scott,46.04608968
Shelby,69.2185008
Sioux,82.05570071
Story,39.07380904
Tama,57.5266327
Taylor,70.1964702
Union,61.04368932
Van Buren,71.58252978
Wapello,58.08215524
Warren,54.88556992
Washington,57.00295639
Wayne,70.83190688
Webster,58.29224433
Winnebago,60.1189435
Winneshiek,47.53499153
Woodbury,57.3614702
Worth,57.9459203
Wright,63.70818625
Ada,47.931611
Adams,71.27805772
Bannock,51.42942673
Bear Lake,75.23907104
Benewah,73.97423664
Bingham,65.60601504
Blaine,31.14799963
Boise,70.12067156
Bonner,60.77906631
Bonneville,60.38858229
Boundary,73.57281553
Butte,74.30894309
Camas,68.44741235
Canyon,64.93118725
Caribou,74.95881384
Cassia,72.74394718
Clark,71.73144876
Clearwater,75.03288608
Custer,73.64276834
Elmore,68.27092382
Franklin,70.94017094
Fremont,71.5960798
Gem,75.20120724
Gooding,72.10556733
Idaho,78.32907698
Jefferson,73.54197542
Jerome,68.87597263
Kootenai,67.056392
Latah,39.98126309
Lemhi,74.01671583
Lewis,75.59748428
Lincoln,67.73455378
Madison,56.99623892
Minidoka,71.13537118
Nez Perce,62.22157604
Oneida,74.03288201
Owyhee,77.85714286
Payette,75.50412064
Power,60.40609137
Shoshone,64.39453125
Teton,43.51590818
Twin Falls,66.0427053
Valley,54.32791176
Washington,73.7090256
Adams,71.55177841
Alexander,53.04964539
Bond,65.45162155
Boone,54.24261193
Brown,76.02739726
Bureau,56.82389744
Calhoun,67.25352113
Carroll,60.21212945
Cass,63.63276613
Champaign,37.26063949
Christian,68.72632266
Clark,71.876199
Clay,79.78655623
Clinton,71.77438036
Coles,60.17145505
Cook,21.41931623
Crawford,72.24638533
Cumberland,76.18356612
DeKalb,44.71540899
De Witt,67.90735038
Douglas,70.40425269
DuPage,39.80224203
Edgar,72.38853912
Edwards,83.84661836
Effingham,78.10993803
Fayette,77.38307935
Ford,71.14008586
Franklin,70.69012033
Fulton,54.34044462
Gallatin,72.16648086
Greene,74.68422952
Grundy,58.61255515
Hamilton,77.3594014
Hancock,73.07495523
Hardin,77.35583685
Henderson,61.86781609
Henry,57.61802575
Iroquois,75.27663855
Jackson,44.42857726
Jasper,77.84090909
Jefferson,69.45534546
Jersey,70.92309103
Jo Daviess,54.69267245
Johnson,77.18131959
Kane,42.42222222
Kankakee,53.87275539
Kendall,47.52927285
Knox,48.52485886
Lake,36.99510175
LaSalle,54.22213966
Lawrence,74.79715185
Lee,56.50345054
Livingston,67.54769475
Logan,67.32893652
Macon,56.64192204
Macoupin,64.86906449
Madison,54.96004754
Marion,70.34337349
Marshall,63.96747417
Mason,62.97217472
Massac,73.02879542
McDonough,52.58714175
McHenry,50.74529951
McLean,46.94094563
Menard,65.85707613
Mercer,57.02744446
Monroe,66.13190731
Montgomery,67.16033986
Morgan,62.02505648
Moultrie,71.71847318
Ogle,60.2739726
Peoria,45.56767572
Perry,70.22460334
Piatt,63.18687493
Pike,77.08500939
Pope,78.7054409
Pulaski,64.01132228
Putnam,57.28218466
Randolph,71.20866591
Richland,75.17693316
Rock Island,42.82765082
Saline,73.41997508
Sangamon,51.6450369
Schuyler,66.53481013
Scott,76.07433217
Shelby,75.22910557
St. Clair,44.86455651
Stark,65.64462505
Stephenson,55.54417414
Tazewell,60.96579159
Union,67.88818417
Vermilion,62.35779724
Wabash,74.76860422
Warren,55.41558442
Washington,75.46095445
Wayne,84.33866279
White,77.36314995
Whiteside,49.96826656
Will,44.57784956
Williamson,68.43294507
Winnebago,47.70718501
Woodford,67.97668781
Adams,73.9473886
Allen,57.48180565
Bartholomew,63.71607645
Benton,70.5801861
Blackford,69.45250933
Boone,61.30189327
Brown,63.41679312
Carroll,72.86560576
Cass,68.60275911
Clark,58.72730119
Clay,75.74384937
Clinton,71.70477471
Crawford,65.6284034
Daviess,79.59202683
Dearborn,75.74236721
Decatur,76.50292925
DeKalb,71.68173168
Delaware,54.17794582
Dubois,67.10347944
Elkhart,64.13855523
Fayette,71.76285414
Floyd,57.56077905
Fountain,75.74257426
Franklin,78.844404
Fulton,71.76976355
Gibson,71.60677353
Grant,67.39173501
Greene,74.65668822
Hamilton,56.82418798
Hancock,69.53118494
Harrison,70.12629534
Hendricks,64.21377129
Henry,69.21544209
Howard,64.41475758
Huntington,72.92475272
Jackson,73.3344741
Jasper,70.37731603
Jay,71.55237378
Jefferson,63.42767996
Jennings,73.97210976
Johnson,68.63458606
Knox,71.54298263
Kosciusko,74.93340019
LaGrange,73.54480737
Lake,37.73589617
LaPorte,50.40227586
Lawrence,73.56888237
Madison,60.3354454
Marion,36.06724458
Marshall,68.22523323
Martin,76.86706886
Miami,74.21875
Monroe,35.62292834
Montgomery,73.18058407
Morgan,75.91725465
Newton,70.35054395
Noble,72.22024867
Ohio,72.6088447
Orange,70.82671877
Owen,72.19483568
Parke,73.95072993
Perry,56.77258567
Pike,73.58206458
Porter,50.61836532
Posey,67.42448586
Pulaski,70.88467905
Putnam,72.45912807
Randolph,71.87260903
Ripley,76.66927287
Rush,73.35736069
Scott,67.0419426
Shelby,70.91162531
Spencer,65.9905613
St. Joseph,47.52676973
Starke,69.01148927
Steuben,69.69717825
Sullivan,71.71398528
Switzerland,70.29403682
Tippecanoe,49.60107242
Tipton,74.4207723
Union,74.40657334
Vanderburgh,56.17521575
Vermillion,65.25386952
Vigo,55.40701054
Wabash,73.19418561
Warren,73.89640214
Warrick,64.61886589
Washington,72.408012
Wayne,62.67057674
Wells,76.19446773
White,68.80428196
Whitley,73.10588993
Allen,67.27512232
Anderson,72.81049741
Atchison,62.20866573
Barber,82.48076053
Barton,76.98255353
Bourbon,72.89624873
Brown,72.24747475
Butler,69.42811726
Chase,71.83308495
Chautauqua,84.11924119
Cherokee,71.75053661
Cheyenne,83.17955997
Clark,82.70600203
Clay,75.95921653
Cloud,74.54972592
Coffey,75.46693589
Comanche,82.26371062
Cowley,65.861474
Crawford,58.27547903
Decatur,83.56164384
Dickinson,73.73876124
Doniphan,77.27272727
Douglas,29.66556779
Edwards,78.97553517
Elk,83.2406672
Ellis,71.27787307
Ellsworth,73.61005331
Finney,63.25146439
Ford,67.25925926
Franklin,65.91292926
Geary,57.73600786
Gove,84.86445783
Graham,80.07905138
Grant,75.94115102
Gray,82.09845848
Greeley,81.84663537
Greenwood,76.34293846
Hamilton,81.46399055
Harper,77.59649821
Harvey,58.48005502
Haskell,77.76923077
Hodgeman,83.99602386
Jackson,67.88894709
Jefferson,62.71623114
Jewell,81.18678355
Johnson,47.86615336
Kearny,79.09433962
Kingman,76.40963121
Kiowa,83.57771261
Labette,66.0689481
Lane,82.31046931
Leavenworth,58.58943254
Lincoln,80.66298343
Linn,78.92030848
Logan,83.38278932
Lyon,54.09961686
Marion,71.87557182
Marshall,70.99169943
McPherson,67.56409226
Meade,82.98507463
Miami,66.87737901
Mitchell,78.47025496
Montgomery,72.83833778
Morris,69.70404984
Morton,83.62068966
Nemaha,80.91542289
Neosho,70.55763291
Ness,84.73867596
Norton,82.55707763
Osage,68.3637946
Osborne,81.97375927
Ottawa,78.89043964
Pawnee,71.94465796
Phillips,84.25890463
Pottawatomie,71.92779226
Pratt,74.19863374
Rawlins,83.49447514
Reno,64.39781644
Republic,80.23349436
Rice,74.34819176
Riley,47.94627595
Rooks,84.06223717
Rush,79.85074627
Russell,80.81321474
Saline,63.03404697
Scott,84.85409912
Sedgwick,56.05477178
Seward,63.77819945
Shawnee,47.99723007
Sheridan,87.07782673
Sherman,80.52818289
Smith,81.1817279
Stafford,78.82165605
Stanton,78.1671159
Stevens,84.40366972
Sumner,72.0876343
Thomas,81.30921619
Trego,83.0020562
Wabaunsee,70.5988024
Wallace,91.27086008
Washington,79.79081061
Wichita,81.90578158
Wilson,78.8914417
Woodson,74.85915493
Wyandotte,32.6963996
Adair,80.66358775
Allen,79.97526283
Anderson,72.2095672
Ballard,77.15401513
Barren,72.98760353
Bath,67.33668342
Bell,79.92588017
Boone,67.90964379
Bourbon,63.34887954
Boyd,66.48241452
Boyle,62.19059406
Bracken,76.97331062
Breathitt,69.67527933
Breckinridge,73.97604107
Bullitt,72.73282273
Butler,79.42600897
Caldwell,75.46885466
Calloway,64.63619926
Campbell,58.98142262
Carlisle,80.56944979
Carroll,67.20332381
Carter,73.8969514
Casey,85.15066791
Christian,63.92677511
Clark,66.13968999
Clay,86.67553978
Clinton,85.51863493
Crittenden,81.51635282
Cumberland,81.73799412
Daviess,63.1819374
Edmonson,78.9272762
Elliott,70.24938532
Estill,76.48970748
Fayette,41.79646174
Fleming,75.552
Floyd,72.59245808
Franklin,49.57634228
Fulton,65.05669887
Gallatin,73.27534493
Garrard,77.55155655
Grant,76.0967438
Graves,76.41418406
Grayson,77.80196895
Green,82.01087976
Greenup,70.98678143
Hancock,64.95806151
Hardin,62.55653747
Harlan,84.96835443
Harrison,69.91252894
Hart,73.26814488
Henderson,61.74588665
Henry,69.22430692
Hickman,76.81965693
Hopkins,75.16359164
Jackson,88.9394215
Jefferson,40.75027354
Jessamine,66.43482741
Johnson,84.13179916
Kenton,59.74271608
Knott,75.69492703
Knox,82.36813599
Larue,75.46784086
Laurel,82.99544557
Lawrence,79.77472254
Lee,80.77356365
Leslie,89.48072209
Letcher,79.8707699
Lewis,82.42962403
Lincoln,76.79748823
Livingston,76.90650582
Logan,71.38399413
Lyon,70.4470826
Madison,62.78739482
Magoffin,74.78975161
Marion,63.17217563
Marshall,73.8817604
Martin,88.66109846
Mason,68.55241265
McCracken,66.40455185
McCreary,86.83298683
McLean,74.06352683
Meade,70.85003682
Menifee,72.3281756
Mercer,73.16381511
Metcalfe,75.62824957
Monroe,85.71428571
Montgomery,68.68934161
Morgan,76.12253462
Muhlenberg,71.99908018
Nelson,64.68859882
Nicholas,68.98131829
Ohio,76.38007309
Oldham,62.33327243
Owen,74.94496698
Owsley,83.89299943
Pendleton,76.65667666
Perry,77.20991861
Pike,80.12339165
Powell,70.94103393
Pulaski,81.74192397
Robertson,74.92596249
Rockcastle,83.89171403
Rowan,58.60233322
Russell,83.99216742
Scott,62.30390331
Shelby,64.17351554
Simpson,67.47740564
Spencer,75.67567568
Taylor,73.62180338
Todd,75.70739887
Trigg,73.115727
Trimble,73.19070259
Union,75.71267515
Warren,59.22215796
Washington,71.39299057
Wayne,79.74461693
Webster,75.75809786
Whitley,82.17944061
Wolfe,68.48899013
Woodford,56.81700746
Acadia Parish,77.26210473
Allen Parish,74.2779881
Ascension Parish,66.10504363
Assumption Parish,61.57373441
Avoyelles Parish,67.32404559
Beauregard Parish,81.16461069
Bienville Parish,53.61884368
Bossier Parish,71.16102614
Caddo Parish,46.31964213
Calcasieu Parish,64.67716329
Caldwell Parish,81.45780051
Cameron Parish,88.19068256
Catahoula Parish,71.64332784
Claiborne Parish,55.83242486
Concordia Parish,61.72059984
De Soto Parish,59.76883752
East Baton Rouge Parish,43.10046248
East Carroll Parish,36.03266417
East Feliciana Parish,55.45708026
Evangeline Parish,69.60817259
Franklin Parish,71.09801353
Grant Parish,83.97777526
Iberia Parish,64.40808529
Iberville Parish,45.62737643
Jackson Parish,69.25241158
Jefferson Parish,55.2914195
Jefferson Davis Parish,75.47103733
Lafayette Parish,64.57542212
Lafourche Parish,76.74094708
La Salle Parish,88.83982948
Lincoln Parish,57.65645092
Livingston Parish,84.57019064
Madison Parish,40.7227388
Morehouse Parish,54.85993925
Natchitoches Parish,53.9507733
Orleans Parish,14.65230439
Ouachita Parish,61.3529057
Plaquemines Parish,65.26674234
Pointe Coupee Parish,57.72468328
Rapides Parish,64.77004821
Red River Parish,54.07055631
Richland Parish,65.50646103
Sabine Parish,80.50076648
St. Bernard Parish,64.73081546
St. Charles Parish,63.45933562
St. Helena Parish,41.86787391
St. James Parish,45.14687629
St. John the Baptist Parish,36.49469624
St. Landry Parish,54.95621716
St. Martin Parish,65.52487475
St. Mary Parish,62.75632898
St. Tammany Parish,73.08845637
Tangipahoa Parish,64.78112293
Tensas Parish,46.40188753
Terrebonne Parish,72.67673661
Union Parish,73.17789609
Vermilion Parish,78.43424544
Vernon Parish,80.98959899
Washington Parish,67.40414563
Webster Parish,63.60529217
West Baton Rouge Parish,54.49252557
West Carroll Parish,83.42088674
West Feliciana Parish,58.46843739
Winn Parish,72.31469849
Barnstable,40.58432014
Berkshire,26.04213496
Bristol,42.57969342
Dukes,21.63722232
Essex,35.99856436
Franklin,27.18561613
Hampden,39.07202078
Hampshire,26.83015705
Middlesex,28.17054306
Nantucket,29.54403498
Norfolk,33.30836461
Plymouth,43.42766724
Suffolk,16.48737962
Worcester,41.2466008
Allegany,72.02201122
Anne Arundel,47.13487748
Baltimore,39.10517974
Baltimore city,10.87472485
Calvert,56.80745771
Caroline,67.7533504
Carroll,65.49676598
Cecil,65.18471247
Charles,33.33747241
Dorchester,56.5626336
Frederick,49.12231868
Garrett,78.95389384
Harford,59.7799137
Howard,30.59541943
Kent,50.16364827
Montgomery,20.32451629
Prince George's,8.342566457
Queen Anne's,65.81009215
Somerset,57.66423358
St. Mary's,59.52976599
Talbot,53.91062944
Washington,63.95745171
Wicomico,53.79887403
Worcester,62.21891987
Androscoggin,50.93783881
Aroostook,55.54157252
Cumberland,33.69187557
Franklin,48.22366011
Hancock,42.77897633
Kennebec,48.11133502
Knox,39.73763086
Lincoln,45.385405
Oxford,52.14510838
Penobscot,51.85346762
Piscataquis,59.08792651
Sagadahoc,43.08205223
Somerset,57.75569932
Waldo,45.85947857
Washington,54.5745516
York,44.21473825
Alcona,67.98834763
Alger,57.27897186
Allegan,61.30582199
Alpena,61.8872549
Antrim,62.4005305
Arenac,63.08166823
Baraga,61.9047619
Barry,63.42970428
Bay,53.51583163
Benzie,54.19234909
Berrien,53.76311177
Branch,66.85870224
Calhoun,53.56547477
Cass,61.19370918
Charlevoix,59.54554816
Cheboygan,63.60372243
Chippewa,59.09032007
Clare,63.55621965
Clinton,53.33546987
Crawford,63.72018147
Delta,60.17219906
Dickinson,65.29680365
Eaton,49.57799088
Emmet,56.54628742
Genesee,42.91635863
Gladwin,65.13790892
Gogebic,54.95692602
Grand Traverse,53.2685581
Gratiot,60.07784941
Hillsdale,70.89537223
Houghton,54.24694361
Huron,67.0683998
Ingham,33.22944605
Ionia,62.10741921
Iosco,62.5065548
Iron,62.18274112
Isabella,48.68213384
Jackson,57.20097173
Kalamazoo,40.51172539
Kalkaska,69.65246637
Kent,48.30998792
Keweenaw,56.96291113
Lake,59.29054054
Lapeer,66.56251385
